,absorption/nm,emission/nm,plqy,e/m-1cm-1,smiles,solvent,reference(doi),source,tag_name
49897,436.0,578.0,0.419999987,,O=C1c2ccccc2-c2ccc(N3CCN(c4ccccc4)CC3)c3cccc1c23,C1COCCO1,10.1039/C7PP00392G,Deep4Chem,PAHs
22257,499.0,524.0,0.001,,CCOCCOCCOCCOc1cc(C2=C3C=CC=[N+]3[B-](F)(F)n3cc(C=O)cc32)cc(OCCOCCOCCOCC)c1OCCOCCOCCOCC,CS(C)=O,10.1002/chem.201404292,PubMed,BODIPY
23379,350.0,418.0,0.159500003,7094.0,CCc1ccc(Nc2ccc3ccccc3n2)cc1,Cc1ccccc1,10.1016/j.jlumin.2018.12.059,Deep4Chem,6p6
54999,278.0,376.0,,,c1ccc2cc(-n3cnc4ccccc43)ccc2c1,CC#N,10.1016/j.cplett.2005.12.092,Deep4Chem,PAHs
43395,379.0,410.0,0.99849999,,FC(F)(F)c1cc2n(n1)[B-](c1ccccc1)(c1ccccc1)[n+]1ccc3ccccc3c1-2,C1CCCCC1,10.1021/acs.jpcc.8b11100,Deep4Chem,BODIPY
48709,353.0,432.0,,,O=C(O)c1ccccc1Nc1ccccc1,C1COCCO1,10.1016/j.chemphys.2003.07.003,Deep4Chem,6n6
21699,492.0,592.0,0.0042,31700.0,CCOC(=O)c1c(/N=C/c2ccc(-c3cccs3)s2)sc(/N=C/c2ccc(-c3cccs3)s2)c1C(=O)OCC,CC#N,10.1021/jo070100o,Deep4Chem,5n6
48735,420.0,464.0,0.49000001,,O=C(OCCCCCCO)c1ccc2c(c1)c1cccc3cnc2n31,CO,10.1021/acs.joc.6b02928,ChemFluo,5p6
10793,397.0,446.0,0.219999999,,CCC1=C(C)C(=O)n2c1cc1c(c(C)c(C(=O)OCC(C)C)n1CC(C)C)c2=O,c1ccccc1,10.1021/jo040183y,Deep4Chem,Benz
17016,552.0,620.0,0.689999998,48600.0,CCCCN(CCCC)c1ccc2nc3c4ccccc4c(=O)c(-c4cccc5ccccc45)c-3oc2c1,ClCCl,10.1016/j.tet.2013.02.083,Deep4Chem,PAHs
34794,325.0,343.0,,,COc1ccc2ccc(O)cc2c1,O,10.1021/acs.jpcb.9b01295,Deep4Chem,PAHs
3786,368.0,415.0,0.005,,CC(=O)c1c(N[C@@H](Cc2ccc(O)cc2)C(=O)O)c2ccc(N(C)C)cc2oc1=O,ClCCl,10.1021/jo801060p,Deep4Chem,Coumarin
50929,447.0,542.0,0.119999997,,O=[N+]([O-])c1ccc(-c2sc(N(c3ccccc3)c3ccccc3)nc2-c2ccc(-c3ccccc3)cc2)s1,CCCCCC,10.1021/acs.joc.7b02978,ChemFluo,5n6
34476,409.0,540.0,0.079999998,15000.0,COc1ccc2c(c1)[nH]c1c3cccc4c3c(cc21)C(=O)N(c1c(C)cccc1C)C4=O,CC#N,10.1016/j.tetlet.2011.08.066,ChemFluo,Naphthalimide
43601,535.0,583.0,0.115000002,,F[B-]1(F)N2C(=[O+]c3cccnc3)C=CC2=C(c2ccco2)c2ccc(Oc3cccnc3)n21,C1CCOC1,10.1002/ejoc.200901460,PubMed,BODIPY
20636,500.0,571.0,0.270000011,53700.0,CCN1N=c2cc3c4c(c2-c2cc(C)ccc21)CCC[N+]=4CCC3,O,10.1021/acs.joc.5b00242,Deep4Chem,6n6
14574,660.0,690.0,,,CCCCCCCCOc1cccc(OCCCCCCCC)c1-c1c2nc(c(N(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)c3ccc([nH]3)c(-c3c(OCCCCCCCC)cccc3OCCCCCCCC)c3nc(c(C#Cc4ccc(O)c(=O)cc4)c4ccc1[n-]4)C=C3)C=C2,C1CCOC1,10.1002/anie.201502951,DSSCDB,Porphyrin
13803,640.0,722.0,0.01,32600.0,CCCCCCCCCCCCOc1cc2c3c(ccc4c5c(NC6CCCCC6)cc6c7c(ccc(c1c34)c75)C(=O)N(C1CCCCC1)C6=O)C(=O)N(C1CCCCC1)C2=O,ClC(Cl)Cl,10.1021/jo062150j,Deep4Chem,Naphthalimide
13523,423.0,487.0,0.810000002,,CCCCCCCCCCCCCCCCCCC1=[N+]2C(=C(NCCS(=O)(=O)[O-])c3ccc(CCCCCCCCCCCCCCCCCC)n3[B-]2(F)F)C=C1,CO,10.1021/acs.langmuir.6b00478,Deep4Chem,Cyanine
16969,535.0,565.0,,,CCCCN(CCCC)c1ccc2c(-c3ccc(F)c(C)c3)c3ccc(=[NH2+])cc-3oc2c1,O,10.1021/ja068230m,ChemFluo,Benz
13519,424.0,483.0,0.930000007,,CCCCCCCCCCCCCCCCCCC1=[N+]2C(=C(NCCS(=O)(=O)[O-])c3ccc(CCCCCCCCCCCCCCCCCC)n3[B-]2(F)F)C=C1,CC(C)O,10.1021/acs.langmuir.6b00478,Deep4Chem,Cyanine
29147,598.0,612.0,0.319999993,,COCCOCCOCCOc1ccc(/C=C/c2c(I)c(C)c3n2[B-](F)(F)[N+]2=C(C)C(I)=C(C)C2=C3c2cc(OC)cc(OC)c2)cc1,C1CCOC1,10.1016/j.jphotobiol.2015.02.006,PubMed,BODIPY
36599,514.0,526.0,0.048,,C[O+]=C1C=CC(=C2c3ccc(Br)n3[B-](F)(F)n3c(Br)ccc32)C=C1,CC#N,10.1039/c2dt00019a,PubMed,BODIPY
16963,535.0,560.0,,,CCCCN(CCCC)c1ccc2c(-c3cc(C)cc(C)c3)c3ccc(=[NH2+])cc-3oc2c1,O,10.1021/ja068230m,ChemFluo,Benz
16994,466.0,551.0,0.150000006,90020.0,CCCCN(CCCC)c1ccc2c(c1)C#CC#Cc1cc(N(CCCC)CCCC)ccc1C#Cc1cc(c3cc1C#Cc1ccc(C(F)(F)F)cc1C#CC#Cc1cc(C(F)(F)F)ccc1C#C3)C#C2,ClCCl,10.1021/jo701740n,Deep4Chem,6n6
455,332.0,358.0,0.008,,C#CC1CN2CCC1CC2[C@@H](O)c1ccnc2ccc(OC)cc12,CC#N,10.1021/jp901867h,Deep4Chem,6p6
39080,552.0,564.0,,,Cc1cc(C)n2c1C=C1C=CC(/C=C/c3c(C)noc3C)=[N+]1[B-]2(F)F,CS(C)=O,10.1002/minf.201000089,PubMed,BODIPY
11258,522.5,550.0,0.529999971,,CCC1=C(C)C2=C(c3ccc(O)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C=O,CC1CCCO1,10.1039/C4OB01299B,PubMed,BODIPY
10525,417.0,538.0,0.340000004,60600.0,CCC1(CC)c2cc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)ccc2-c2ccc(N(c3ccccc3)c3ccc4c(c3)C(CC)(CC)c3cc(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)ccc3-4)cc21,CC#N,10.1016/j.dyepig.2008.10.009,Deep4Chem,Triphenylamine
13741,432.0,526.0,0.148000002,16982.0,CCCCCCCCCCCCN1C(=O)c2c(c3ccc4cc(-c5ccccc5)c(OC)cc4c3c3c2ccc2cc(-c4ccccc4)c(OC)cc23)C1=O,ClCCl,10.1016/j.jphotochem.2017.07.026,Deep4Chem,PAHs
39449,287.0,468.0,0.029999999,17900.0,Cc1cc(O)cc2occ(-c3ccc(O)cc3)c(=O)c12,O,10.1039/c4cc06762b,ChemFluo,6p6
21857,321.0,422.0,0.018999999,4800.0,CCOC(=O)c1cc(C(=O)OCC)c2ccc(C)cc2n1,CCO,10.1021/jo301652j,Deep4Chem,6p6
46557,310.0,343.0,0.061999999,,N#Cc1cccc(N)c1,C1CCCCC1,10.1016/j.cplett.2006.03.073,Deep4Chem,Benz
46314,309.0,383.0,,,N#Cc1ccc(-c2nnc3ccccn23)cc1,ClCCl,10.1039/c5ob00552c,ChemFluo,5p6
20973,384.0,490.0,0.330000013,,CCOC(=O)/C=C/c1ccc(-c2ccc(/C=C/C(=O)OCC)c(N(C)C)c2)cc1N(C)C,ClCCl,10.1002/anie.201307174,ChemFluo,6n6
7071,404.0,532.0,0.0001,293000.0,CC1(C)CC(/C=C/c2ccc(-n3cccn3)cc2)=CC(=C(C#N)C#N)C1,CCO,10.1021/jo400116j,Deep4Chem,5n6
37513,326.0,462.0,0.100000001,23000.0,Cc1cc(-c2ccccc2)cc(C)[o+]1,CC#N,10.1016/S0009-2614(97)00140-1,Deep4Chem,6n6
24198,406.0,617.0,0.140000001,43700.0,CN(C)c1ccc(-c2ccc(/C=C/c3cnc4ccccc4n3)cc2)cc1,ClCCl,dx.doi.org/10.1021/jo3004919,Deep4Chem,6p6
33826,483.0,646.0,0.053800002,,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,ClC(Cl)(Cl)Cl,10.1016/j.dyepig.2017.05.024,Deep4Chem,Triphenylamine
5261,683.0,712.0,0.45,67608.3,CC(C)(C)c1ccc(C2=c3c(c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc34)=[N+]3C2=C(c2ccccc2)c2c(-c4ccc(C(C)(C)C)cc4)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]3(F)F)cc1,ClCCl,10.1021/acs.joc.9b01425,"Deep4Chem,PubMed",BODIPY
28550,400.0,528.0,0.270000011,,COC(=O)c1ccn2c(Nc3ccc(F)cc3)c(/C=C/c3ccc(OC)cc3)nc2c1,CS(C)=O,10.1021ja204016e_0306,ChemFluo,5p6
30065,429.0,549.0,0.024,,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,CS(C)=O,http://doi.org.ssl.oca.korea.ac.kr/10.1562/0031-8655(2000)0720625EOSOTE2.0.CO2,Deep4Chem,6n6
34028,314.0,388.0,0.239999995,,COc1ccc(OC)c(C(=O)O)c1,CO,10.1021/acs.joc.6b01969,Deep4Chem,Benz
24498,425.0,590.0,,,CN(C)c1ccc(/C=C/C=C2\CCCC2=O)cc1,CCCCO,10.1016/j.molstruc.2016.02.009,Deep4Chem,5n6
30001,430.0,545.0,0.280000001,,COc1cc(-c2cc(N3CCCCC3)c(C#N)c3c2-c2cccc4cccc-3c24)cc(OC)c1OC,O,10.1021/ol403470d,Deep4Chem,PAHs
19711,684.0,702.0,0.27,71039.5,CCN(CC)c1ccc2c(c1)P(C)(=O)C1=CC(=[N+](CC)CC)C=CC1=C2c1c(C)cc(C)cc1C,CC#N,10.1016/j.saa.2022.121442,"DYES,SMFluo",6n6
14032,645.0,660.0,0.370000005,116400.0,CCCCCCCCCCOc1cc(OCCCCCCCCCC)cc(C2=C3C(C)=CC(/C=C/c4ccc(OC)cc4)=[N+]3[B-](F)(F)n3c(/C=C/c4ccc(OC)cc4)cc(C)c32)c1,ClC(Cl)Cl,10.1039/c4cs00030g,Deep4Chem,BODIPY
35451,313.0,335.0,0.01,24000.0,COc1ccccc1-c1c(-c2ccccc2O)nc(-c2ccc(C(F)(F)F)cc2)n1-c1ccc(C)cc1,ClCCl,10.1021/jp507992x,Deep4Chem,5n6
32977,473.0,492.0,0.660000026,42000.0,COc1ccc(C#Cc2c3ccccc3c(C#Cc3ccc(OC)cc3)c3ccccc23)cc1,ClCCl,10.1021/jo501696d,Deep4Chem,PAHs
9143,505.0,518.0,0.011,,CC1=CC(C)=[N+]2C1=C(c1c3ccccc3cc3ccccc13)c1c(C)cc(C)n1[B-]2(F)F,CN(C)C=O,10.1039/C7CP08472B,Deep4Chem,BODIPY
50232,297.0,345.0,0.129999995,27100.0,O=CN1N=C(c2ccc(Br)cc2)C[C@@H]1c1ccccc1,CCO,10.1016/j.saa.2012.12.086,Deep4Chem,6n6
7806,384.0,524.0,0.31099999,1820.0,CC1(C)c2ccccc2N(c2ccc(-c3cnc(C#N)nc3)cc2)c2ccccc21,Cc1ccccc1,10.1002/adfm.201602501,Deep4Chem,Triphenylamine
17556,414.0,488.0,0.25,,CCCCOc1ccc(/C=C/C=C/C=C/c2ccc([N+](=O)[O-])cc2)cc1,CC1CCCCC1,10.1021/jp064937j,Deep4Chem,6n6
40370,337.0,399.0,,,Cc1ccc(C(=O)/C=C2\C(O)=Nc3ccccc32)cc1,ClCCl,10.1016/j.molstruc.2011.12.043,Deep4Chem,5p6
32529,402.0,495.0,0.050000001,19195.0,COc1ccc(-n2c3ccccc3c3cc(C=C(C#N)C#N)ccc32)cc1,CCOC(C)=O,10.1016/j.jlumin.2018.05.059,Deep4Chem,Carbazole
35768,567.5,614.5,0.730000019,,CSC1=C2C=CC(c3ccc([N+](=O)[O-])cc3)=[N+]2[B-](F)(F)n2c1ccc2-c1ccc([N+](=O)[O-])cc1,C1CCCCC1,10.1016/j.dyepig.2017.08.014,PubMed,BODIPY
44817,300.0,370.0,0.629999995,,Fc1nc(F)c(F)c(C#Cc2ccccc2C#Cc2c(F)c(F)nc(F)c2F)c1F,CC#N,10.1021/jp056127y,Deep4Chem,6n6
18608,530.0,570.0,,,CCCc1ccc(-c2c3ccc(=[NH2+])cc-3oc3cc(N4CCCCC4)ccc23)cc1,O,10.1021/ja068230m,ChemFluo,Benz
37520,348.0,450.0,,16218.0,Cc1cc(-c2ccccc2)nc2c1ccc1nc(-c3ccccc3)cn12,ClCCl,10.1016/S1386-1425(99)00200-0,Deep4Chem,5p6
22201,451.0,486.5,0.96,62015.5,CCOC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,C1CCCCC1,10.1021/jo400417h,"DYES,PubMed",BODIPY
50311,498.0,595.0,0.920000017,,O=Cc1cc(N2CCCCC2)c2ccc3c(C=O)cc(N4CCCCC4)c4ccc1c2c34,ClCCl,10.1021/acs.joc.5b01987,ChemFluo,PAHs
33968,599.0,621.0,0.100000001,,COc1ccc(Nc2c(Br)cc3n2[B-](F)(F)[N+]2=c4[nH]c5ccc(OC)cc5c4=CC2=C3c2c(C)cc(C)cc2C)cc1,Cc1ccccc1,10.1002/asia.201500516,PubMed,BODIPY
37117,525.0,544.0,0.079999998,,Cc1c(Br)c(C)n2c1C=C1C=CC(=[Br+])N1[B-]2(F)F,ClCCl,10.1039/C2OB07004A,PubMed,BODIPY
42264,362.0,412.0,0.100000001,5754.0,Cc1nc2cc3c4c(cccc4c2o1)C(=O)OC3=O,CCO,10.1016/S0143-7208(00)00078-4,Deep4Chem,PAHs
40309,373.0,472.0,0.0,25900.0,Cc1ccc(/C=c2\o/c(=C\c3ccccc3)c3ccccc23)cc1,ClCCl,10.1016/j.dyepig.2014.10.013,ChemFluo,5p6
20068,494.0,642.0,0.159999996,,CCN(CC)c1ccc2cc(C=Cc3cccc[n+]3CCCS(=O)(=O)[O-])c(=O)oc2c1,CS(C)=O,10.1016/j.jphotochem.2018.08.022,Deep4Chem,Coumarin
36302,501.0,566.0,,,C[N+](C)=C1C=CC(=CC=C2C=CN(CCCN3C=CC(=CC=C4C=CC(=[N+](C)C)C=C4)C=C3)C=C2)C=C1,ClC(Cl)Cl,10.1021/jp020877f,Deep4Chem,Cyanine
10531,400.0,482.0,0.589999974,,CCC1(CC)c2cc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,C1CCOC1,10.1016/j.snb.2008.03.006,Deep4Chem,Triphenylamine
46489,352.0,413.0,0.550000012,22233.0,N#Cc1ccc(Oc2ccc3c4c(cccc24)C(=O)N(CCO)C3=O)cc1,ClC(Cl)Cl,10.1016/j.optmat.2013.11.017,Deep4Chem,Naphthalimide
28438,465.0,478.0,0.99000001,55172.0,COC(=O)c1ccc2c3ccc(C(=O)OC)c4c(C(=O)OC)ccc(c5ccc(C(=O)OC)c1c25)c43,CO,10.1016/j.saa.2008.02.049,Deep4Chem,PAHs
16678,380.0,411.0,,51600.0,CCCCCCn1c2ccsc2c2sc3c(sc4c5sccc5n(CCCCCC)c43)c21,ClCCl,10.1021/ol403153z,Deep4Chem,None
22206,437.0,485.5,0.810000002,,CCOC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,OC(F)(F)CF,10.1021/jo400417h,PubMed,BODIPY
54073,308.0,454.0,0.140000001,15136.0,c1ccc(-c2nc(-c3ccccc3)n3ccccc23)cc1,ClC(Cl)Cl,10.1021/jo900415y,Deep4Chem,5p6
47036,352.0,421.0,0.02,401000.0,NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc([N+](=O)[O-])cc2)cc1,CC(C)O,10.1016/j.jphotochem.2017.10.010,Deep4Chem,6n6
29040,475.0,530.0,0.670000017,13000.0,COCCOCCOCCN1C(=O)C2=C(c3ccncc3)N=C(O)C2=C1c1ccncc1,ClCCl,10.1016/j.dyepig.2012.11.028,ChemFluo,Cyanine
4332,362.0,518.0,0.600000024,,CC(C)(C)OC(=O)N1CCN(c2ccc3c(c2)C(C)(C)c2cc(C=O)ccc2-3)CC1,CC#N,10.1002/chem.201600581,ChemFluo,6n6
43997,577.0,647.0,0.021,,F[B-]1(F)n2c(ccc2-c2ccccc2)C(c2ccco2)=C2C=CC(c3ccccc3)=[N+]21,ClC(Cl)Cl,10.1016/j.ica.2011.11.017,PubMed,BODIPY
8984,490.0,503.0,0.850000024,,CC1=CC(C)=[N+]2C1=C(C)c1c(C)cc(C)n1[B-]2(F)F,OC(F)(F)CF,10.1002/ejoc.201200946,PubMed,BODIPY
24081,358.0,427.0,0.030099999,,CN(C)c1ccc(-c2c(/C=C3/C=Cc4ccccc4N3C)c(=O)c2=O)cc1,C1CCCCC1,10.1016/j.dyepig.2018.10.064,Deep4Chem,SquaricAcid
50378,371.0,530.0,0.057100002,2980.0,O=Cc1ccc(-c2ccc(-c3nc4ccccc4s3)c(O)c2)o1,CCO,10.1016/j.tetlet.2019.03.029,Deep4Chem,5p6
53009,349.0,418.0,,,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CN(C)C=O,10.1016/j.molliq.2017.07.070,Deep4Chem,6n6
36105,460.0,513.0,0.159999996,,C[C@]12SC(=O)C=C1c1nc(-c3ccccc3)[nH]c1C1=CC(=O)S[C@@]12C,CC#N,10.1016/j.tet.2012.12.057,Deep4Chem,5n6
1021,390.0,492.0,0.409999996,,C(=C/c1c2ccccc2cc2ccccc12)\c1ccc2ccccc2n1,CC1CCCCC1,10.1039/b204780m,Deep4Chem,PAHs
9951,507.0,521.0,0.170000002,,CC1=[N+]2C(=C(c3cccc(O)c3)c3ccc(C)n3[B-]2(F)F)C=C1,CC#N,10.1021/jo0503714,PubMed,BODIPY
38737,351.0,450.0,0.790000021,,Cc1cc(C)c(N(c2ccccc2)c2ccc(S(=O)(=O)c3ccc(S(=O)(=O)c4ccc(N(c5ccccc5)c5c(C)cc(C)cc5C)cc4)cc3)cc2)c(C)c1,Cc1ccccc1,10.1021/acs.chemmater.7b02964,Deep4Chem,Triphenylamine
9995,667.0,689.0,0.430000007,,CC1=[O+]C(=c2c(Br)cc3n2[B-](F)(F)n2c(cc(Br)c2-c2ccc(C)o2)C=3c2c(C)cc(C)cc2C)C=C1,ClCCl,10.1021/acs.joc.6b00858,PubMed,BODIPY
44169,439.5,496.0,0.27,41975.9,F[B-]1(F)n2cccc2C(N2CCOCC2)=C2C=CC=[N+]21,C1CCCCC1,10.1002/asia.201300760,"DYES,PubMed",Cyanine
25325,376.0,468.0,,,CN(C)c1ccc2c(CC(=O)ON3C(=O)C=CC3=O)cc(=O)oc2c1,CO,10.1002/qsar.200510142,ChemFluo,Coumarin
29031,427.0,492.0,0.50999999,,COCCOCCOC1=NC2(C(C#N)=C(N)Oc3ccccc32)C(c2ccc(N(C)C)cc2)=C1C#N,CS(C)=O,10.1016/j.dyepig.2019.107777,ChemFluo,6p6
20145,471.0,518.0,0.0229,,CCN(CC)c1ccc2n1[B-](F)(F)[N+]1=C(C(C)=O)C=CC1=C2c1c(C)cc(C)cc1C,CC(C)O,10.1016/j.dyepig.2020.108510,PubMed,BODIPY
7054,442.0,496.0,,35000.0,CC1(C)C=C(CS(=O)(=O)O)c2cc3cc(C(O)=NCCCCCC(=O)[O-])c(=O)oc3cc2N1CCCS(=O)(=O)O,O,Dyomics,ChemFluo,Coumarin
14098,428.0,502.0,0.04,26302.7,CCCCCCCCCCn1nnc(-c2ccc(C#Cc3ccc(C#Cc4ccc(-c5nnn(CCCCCCCCCC)n5)cc4)c4nc5c6ccccc6c6ccccc6c5nc34)cc2)n1,ClCCl,10.1016/j.dyepig.2018.04.059,Deep4Chem,PAHs
54060,362.0,478.0,,,c1ccc(-c2nc(-c3cccc4ccccc34)n3ccccc23)cc1,C1CCCCC1,10.1016/j.dyepig.2016.09.056,Deep4Chem,PAHs
16906,393.0,553.0,0.360000014,,CCCCN(CCCC)c1cc(OC)c(/C=C/c2ccnc(-c3cc(C)ccn3)c2)cc1OC,CC#N,10.1021/acs.joc.5b02345,ChemFluo,6n6
16680,517.0,656.0,,,CCCCCCn1cc(/C=C(/C#N)c2ccc(/C=C3\SC(=S)N(CC(=O)O)C3=O)s2)c2cc(OC)ccc21,ClC(Cl)Cl,10.1016/j.electacta.2015.07.079,"DSSCDB,Dye aggregation",5p6
49618,504.0,641.0,0.004,95000.0,O=C1OC(c2ccccc2)=N/C1=C\c1ccc(N(c2ccc(/C=C3\N=C(c4ccccc4)OC3=O)cc2)c2ccc(/C=C3/N=C(c4ccccc4)OC3=O)cc2)cc1,CN(C)C=O,10.1016/j.saa.2016.08.006,Deep4Chem,Triphenylamine
17287,481.0,689.0,,,CCCCN1c2ccccc2Sc2cc(/C=C3/SC(=S)N(CC(=O)O)C3=O)ccc21,ClCCl,10.1039/b707485a,"DSSCDB,Dye aggregation",Acridines
46644,479.0,570.0,0.790000021,4800.0,N#Cc1nc(N(Cc2ccccc2F)Cc2ccccc2F)c(C#N)nc1N(Cc1ccccc1F)Cc1ccccc1F,ClC(Cl)Cl,10.1016/j.dyepig.2017.07.055,Deep4Chem,Benz
44324,494.0,512.0,0.0,,F[B-]1(F)n2cccc2C(c2ccc[nH]2)=C2C=CC=[N+]21,CO,"10.1021/ol500507f,10.1039/c5dt02634b",PubMed,BODIPY
8040,561.0,577.0,0.09,38018.9,CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(CBr)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,C1CCOC1,10.1021/ol501945v,"DYES,PubMed",BODIPY
19956,536.0,643.0,0.005,71100.0,CCN(CC)c1ccc2cc(/C=C/C(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,CS(C)=O,10.1016/j.optmat.2019.04.011,Deep4Chem,Coumarin
8372,540.0,554.0,0.02,,CC1=C(I)C(C)=[N+]2C1=C(c1cccnc1)c1c(C)c(I)c(C)n1[B-]2(F)F,ClCCl,10.1039/C4CP03343D,PubMed,BODIPY
47737,335.0,395.0,,,O=C(/C=C1\C(O)=Nc2ccccc21)c1ccc(Cl)cc1,CCOC(C)=O,10.1016/j.molstruc.2011.12.043,Deep4Chem,5p6
23384,370.0,490.0,0.730000019,,CCc1ccc2c(c1)C(=O)/C(=C\NS(=O)(=O)c1ccc(C)cc1)C(C(C)(C)C(=O)OC)O2,ClCCl,10.1021/acs.orglett.5b01417,ChemFluo,Cyanine
15005,450.0,529.0,,,CCCCCCN(CCCCCC)c1ccc2cc3cc(C(=O)CC)ccc3cc2c1,C1CCOC1,10.1021/jo0616660,ChemFluo,PAHs
40280,310.0,400.0,0.0007,,Cc1ccc(/C=C/c2ccccc2-[n+]2cc(=O)o[n-]2)cc1,C1CCCCC1,10.1016/j.jphotochem.2017.10.014,Deep4Chem,6n6
9450,497.0,510.0,0.72,79983.4,CC1=CC(C)=[N+]2C1=C(c1ccccc1C(=O)O)c1c(C)cc(C)n1[B-]2(F)F,O,10.1021/jo901149y,"DYES,PubMed",BODIPY
34743,418.0,536.0,0.519999981,52500.0,COc1ccc2cc(/C=C/c3nc(/C=C/c4ccc(N(C)C)cc4)cc(/C=C/c4ccc(N(C)C)cc4)n3)ccc2c1,ClCCl,10.1021/acs.joc.8b01653,Deep4Chem,PAHs
33258,554.0,567.0,0.039999999,,COc1ccc(C2=C3C(Br)=C(Br)C(=[Br+])N3[B-](F)(F)n3c(Br)c(Br)c(Br)c32)cc1Br,ClCCl,10.1021/jo201754m,PubMed,BODIPY
41309,436.0,542.0,0.140000001,3786.0,Cc1ccc(S(=O)(=O)/N=c2/cc3ccccc3cn2-c2ccc(Br)cc2)cc1,CC#N,10.1039/d0sc00798f,ChemFluo,6p6
40142,485.0,651.0,0.0,,Cc1ccc(-c2nc(N(C)C)sc2-c2ccc([N+](=O)[O-])s2)cc1,ClCCl,10.1021/acs.joc.7b02978,ChemFluo,5n6
35525,500.0,512.7,,,COc1ccccc1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CO,"10.1016/j.dyepig.2019.01.019,10.1021/ja068551y","Deep4Chem,PubMed",BODIPY
22195,499.0,513.0,0.059,39810.71706,CCOC1=C(C)C2=C(c3cccc(OC)c3O)c3c(C)c(OCC)c(C)n3[B-](F)(F)[N+]2=C1C,CCO,10.1007/s10895-018-2310-8,"DYES,PubMed",BODIPY
11150,530.0,543.0,0.75999999,,CCC1=C(C)C2=C(c3ccc(C(=O)O)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,ClC(Cl)Cl,10.1016/j.dyepig.2019.107842,PubMed,BODIPY
44941,364.0,430.0,0.001,,N#C/C(=C\C=C\c1ccc([N+](=O)[O-])cc1)c1ccccc1,C1COCCO1,10.1021/jp992275a,Deep4Chem,6n6
14714,264.0,353.0,0.009,24500.0,CCCCCCCC[n+]1ccc(-c2cc[n+](CCCCCCCC)cc2)cc1,CC#N,10.1016/j.ica.2006.08.026,Deep4Chem,6n6
12783,430.0,459.0,0.50999999,38019.0,CCCCC1=Cc2c3ccc4cccc5ccc(c6cc(-c7ccccc7)n(c26)P1(=O)c1ccccc1)c3c45,C1CCOC1,10.1021/acs.orglett.9b02332,Deep4Chem,PAHs
11369,523.0,551.0,0.021,31000.0,CCC1=C(C)C2=Cc3c(I)c(I)c(I)n3[B-](F)(F)[N+]2=C1C,OCC(F)(F)F,10.1016/j.tet.2011.11.070,Deep4Chem,BODIPY
15413,373.0,483.0,0.589999974,60500.0,CCCCCCOc1ccc(-c2ccc(/C=C/c3cc(/C=C/c4ccc(-c5ccc(OCCCCCC)cc5)cc4)ncn3)cc2)cc1,ClCCl,10.1016/j.dyepig.2014.05.030,Deep4Chem,6n6
49919,427.0,552.0,0.180000007,9772.0,O=C1c2ccccc2-c2ccc(N3CCOCC3)c3cccc1c23,ClC(Cl)(Cl)Cl,10.1016/j.jqsrt.2010.09.001,Deep4Chem,PAHs
20057,630.0,807.0,0.024,,CCN(CC)c1ccc2cc(C=C3CCCc4c3[o+]c3cc(N(CC)CC)ccc3c4-c3ccccc3C(=O)O)c(=O)oc2c1,CO,10.1021/acs.jcim.1c01449,SMFluo,Coumarin
20842,515.0,540.0,,,CCNc1ccc2c(-c3cccc(OC)c3)c3ccc(=[NH2+])cc-3oc2c1,O,10.1021/ja068230m,ChemFluo,Benz
23670,437.0,554.0,,,CCn1c2ccccc2c2cc(/N=C/c3ccc(N(c4ccccc4)c4ccc(/C=C(\C#N)C(=O)O)cc4)cc3)ccc21,ClCCl,10.1016/j.solener.2017.02.046,DSSCDB,Carbazole
54222,447.0,516.0,0.569999993,7950.0,c1ccc(-c2nn(-c3ccccc3)c3nc4ccc(N(c5ccccc5)c5cccc6ccccc56)cc4cc23)cc1,C1CCOC1,10.1016/j.dyepig.2015.09.016,Deep4Chem,Triphenylamine
49913,419.0,529.0,0.330000013,9333.0,O=C1c2ccccc2-c2ccc(N3CCOCC3)c3cccc1c23,CCCCCC,10.1016/j.jqsrt.2010.09.001,Deep4Chem,PAHs
